timestamp,"date (UTC)","NO2 (ppb)","VOC (ppb)","pm 10 (ug/m3)","pm 2.5 (ug/m3)","NO2 (Plume AQI)","VOC (Plume AQI)","pm 10 (Plume AQI)","pm 2.5 (Plume AQI)"
1645586935,"2022-02-23 03:28:55",96,153,6.687487,7.992051,92,12,7,16
1645586995,"2022-02-23 03:29:55",102,154,8.992051,7.818931,97,12,9,16
1645587055,"2022-02-23 03:30:55",100,153,21.573786,7.411998,95,12,22,15
1645587115,"2022-02-23 03:31:55",103,150,8.411998,6.5399857,97,12,8,13
1645587175,"2022-02-23 03:32:55",100,154,18.22292,8.002448,95,12,18,16
1645587235,"2022-02-23 03:33:55",100,154,21.954025,9.135523,95,12,22,18
1645587295,"2022-02-23 03:34:55",94,154,43.864693,9.504761,90,12,44,19
1645587355,"2022-02-23 03:35:55",100,150,33.337116,8.856683,95,12,33,18
1645587415,"2022-02-23 03:36:55",100,152,25.28503,4.8482847,95,12,25,10
1645587475,"2022-02-23 03:37:55",98,156,6.9624853,6.393918,94,12,7,13
1645587535,"2022-02-23 03:38:55",100,155,17.357056,9.330293,95,12,17,19
1645587595,"2022-02-23 03:39:55",96,153,27.563896,7.7953496,92,12,28,16
1645587655,"2022-02-23 03:40:55",96,150,25.42123,6.648642,92,12,25,13
1645587715,"2022-02-23 03:41:55",98,154,20.73238,6.2105217,94,12,21,12
1645587775,"2022-02-23 03:42:55",100,153,14.316908,7.088719,95,12,14,14
1645587835,"2022-02-23 03:43:55",98,156,19.06755,4.6646395,94,12,19,9
1645587895,"2022-02-23 03:44:55",96,155,11.243263,8.328496,92,12,11,17
1645587955,"2022-02-23 03:45:55",105,153,20.26041,7.01116,99,12,20,14
1645588015,"2022-02-23 03:46:55",107,151,18.700535,5.546556,100,12,19,11
1645588075,"2022-02-23 03:47:55",109,150,22.299408,10.457375,101,12,22,21
1645588135,"2022-02-23 03:48:55",111,150,14.681309,7.0372405,102,12,15,14
1645588195,"2022-02-23 03:49:55",115,152,14.027892,5.1628003,104,12,14,10
1645588255,"2022-02-23 03:50:55",113,151,36.8454,7.1978984,103,12,37,14
1645588315,"2022-02-23 03:51:55",115,153,25.680733,5.6384983,104,12,26,11
1645588375,"2022-02-23 03:52:55",113,149,11.901649,9.2028885,103,12,12,18
1645588435,"2022-02-23 03:53:55",117,151,15.316729,4.0179853,105,12,15,8
1645588495,"2022-02-23 03:54:55",113,152,8.960604,7.5360203,103,12,9,15
1645588555,"2022-02-23 03:55:55",119,151,9.565006,8.942187,106,12,10,18
1645588615,"2022-02-23 03:56:55",113,152,22.03696,10.556539,103,12,22,21
1645588675,"2022-02-23 03:57:55",113,152,20.772226,8.1676655,103,12,21,16
1645588735,"2022-02-23 03:58:55",115,152,13.08874,8.3093405,104,12,13,17
1645588795,"2022-02-23 03:59:55",117,152,14.326414,5.400775,105,12,14,11
1645588855,"2022-02-23 04:00:55",117,152,36.223946,11.268574,105,12,36,23
1645588915,"2022-02-23 04:01:55",117,151,23.141232,9.557166,105,12,23,19
1645588975,"2022-02-23 04:02:55",115,151,35.405643,8.548525,104,12,35,17
1645589035,"2022-02-23 04:03:55",117,154,10.015505,9.326792,105,12,10,19
1645589095,"2022-02-23 04:04:55",115,154,18.148945,4.560191,104,12,18,9
1645589155,"2022-02-23 04:05:55",111,153,12.980495,3.3483467,102,12,13,7
1645589215,"2022-02-23 04:06:55",111,157,6.157998,7.2094536,102,13,6,14
1645589275,"2022-02-23 04:07:55",107,156,8.209454,8.122196,100,12,8,16
1645589335,"2022-02-23 04:08:55",109,154,25.208735,6.388137,101,12,25,13
1645589395,"2022-02-23 04:09:55",109,154,7.388137,8.607887,101,12,7,17
1645589455,"2022-02-23 04:10:55",107,154,16.913715,9.53812,100,12,17,19
1645589515,"2022-02-23 04:11:55",107,155,11.568072,7.237389,100,12,12,14
1645589575,"2022-02-23 04:12:55",102,155,27.027645,12.881443,97,12,27,26
1645589635,"2022-02-23 04:13:55",105,155,21.15415,6.712741,99,12,21,13
1645589695,"2022-02-23 04:14:55",107,151,25.956734,10.80853,100,12,26,22
1645589755,"2022-02-23 04:15:55",107,153,26.784122,11.160741,100,12,27,22
1645589815,"2022-02-23 04:16:55",107,153,27.083939,7.821344,100,12,27,16
1645589875,"2022-02-23 04:17:55",102,153,19.37853,9.71093,97,12,19,19
1645589935,"2022-02-23 04:18:55",105,151,16.38743,8.178341,99,12,16,16
1645589995,"2022-02-23 04:19:55",103,153,17.764053,3.7848198,97,12,18,8
1645590055,"2022-02-23 04:20:55",105,156,7.126444,6.5511456,99,12,7,13
1645590115,"2022-02-23 04:21:55",103,154,14.735809,7.1535544,97,12,15,14
1645590175,"2022-02-23 04:22:55",103,152,24.315548,5.31803,97,12,24,11
1645590235,"2022-02-23 04:23:55",103,154,11.112774,7.1483955,97,12,11,14
1645590295,"2022-02-23 04:24:55",100,155,21.384483,7.5292425,95,12,21,15
1645590355,"2022-02-23 04:25:55",103,154,33.365143,8.406287,97,12,33,17
1645590415,"2022-02-23 04:26:55",103,153,23.41161,5.7951746,97,12,23,12
1645590475,"2022-02-23 04:27:55",103,153,19.329166,7.46757,97,12,19,15
1645590535,"2022-02-23 04:28:55",100,155,11.152449,3.084994,95,12,11,6
1645590595,"2022-02-23 04:29:55",100,153,19.342684,7.110439,95,12,19,14
1645590655,"2022-02-23 04:30:55",100,152,8.570471,7.361201,95,12,9,15
1645590715,"2022-02-23 04:31:55",100,153,31.841188,5.922208,95,12,32,12
1645590775,"2022-02-23 04:32:55",103,155,8.950755,5.4660325,97,12,9,11
1645590835,"2022-02-23 04:33:55",100,152,17.221792,3.4320974,95,12,17,7
1645590895,"2022-02-23 04:34:55",100,154,22.62815,8.569675,95,12,23,17
1645590955,"2022-02-23 04:35:55",100,154,18.042604,6.9698935,95,12,18,14
1645591015,"2022-02-23 04:36:55",105,156,12.025391,8.526886,99,12,12,17
1645591075,"2022-02-23 04:37:55",98,156,26.894787,7.980049,94,12,27,16
1645591135,"2022-02-23 04:38:55",96,155,12.53607,8.488599,92,12,13,17
1645591195,"2022-02-23 04:39:55",98,154,18.336597,6.1153107,94,12,18,12
1645591255,"2022-02-23 04:40:55",100,149,30.56585,8.582698,95,12,31,17
1645591315,"2022-02-23 04:41:55",100,153,38.805965,8.364181,95,12,39,17
1645591375,"2022-02-23 04:42:55",107,152,17.40437,9.198125,100,12,17,18
1645591435,"2022-02-23 04:43:55",111,153,25.92313,6.0745955,102,12,26,12
1645591495,"2022-02-23 04:44:55",115,147,18.400566,8.69405,104,12,18,17
1645591555,"2022-02-23 04:45:55",115,0,,,104,0,0,0
1645591615,"2022-02-23 04:46:55",117,152,24.84844,4.239516,105,12,25,8
1645591675,"2022-02-23 04:47:55",117,152,14.707985,4.4855723,105,12,15,9
1645591735,"2022-02-23 04:48:55",119,151,13.170111,6.37799,106,12,13,13
1645591795,"2022-02-23 04:49:55",119,152,9.797931,8.803266,106,12,10,18
1645591855,"2022-02-23 04:50:55",122,154,28.544186,7.6503534,107,12,29,15
1645591915,"2022-02-23 04:51:55",121,151,38.98304,10.058798,107,12,39,20
1645591975,"2022-02-23 04:52:55",117,155,18.026127,7.3124957,105,12,18,15
1645592035,"2022-02-23 04:53:55",121,150,21.819548,5.532692,107,12,22,11
1645592095,"2022-02-23 04:54:55",124,151,11.4601145,6.1038513,108,12,11,12
1645592155,"2022-02-23 04:55:55",124,153,20.04229,6.3659854,108,12,20,13
1645592215,"2022-02-23 04:56:55",119,153,22.746496,11.495605,106,12,23,23
1645592275,"2022-02-23 04:57:55",117,153,15.752472,8.298991,105,12,16,17
1645592335,"2022-02-23 04:58:55",122,153,15.990831,6.3288484,107,12,16,13
1645592395,"2022-02-23 04:59:55",122,153,15.524151,6.5360126,107,12,16,13
1645592455,"2022-02-23 05:00:55",117,155,7.5360126,14.988381,105,12,8,30
1645592515,"2022-02-23 05:01:55",115,158,34.319412,9.811007,104,13,34,20
1645592575,"2022-02-23 05:02:55",115,154,12.871141,8.828402,104,12,13,18
1645592635,"2022-02-23 05:03:55",113,153,37.611923,5.878494,103,12,38,12
1645592695,"2022-02-23 05:04:55",115,154,17.370188,7.6502213,104,12,17,15
1645592755,"2022-02-23 05:05:55",113,152,19.820509,7.327666,103,12,20,15
1645592815,"2022-02-23 05:06:55",109,156,26.653696,10.403608,101,12,27,21
1645592875,"2022-02-23 05:07:55",113,157,18.232088,4.7399435,103,13,18,9
1645592935,"2022-02-23 05:08:55",111,154,19.120514,7.3314595,102,12,19,15
1645592995,"2022-02-23 05:09:55",113,156,30.24058,6.7333293,103,12,30,13
1645593055,"2022-02-23 05:10:55",107,152,14.106825,1.4117274,100,12,14,3
1645593115,"2022-02-23 05:11:55",105,155,15.383135,9.623592,99,12,15,19
1645593175,"2022-02-23 05:12:55",107,153,19.12819,10.288746,100,12,19,21
1645593235,"2022-02-23 05:13:55",109,154,26.08767,10.631873,101,12,26,21
1645593295,"2022-02-23 05:14:55",105,154,27.955265,4.923084,99,12,28,10
1645593355,"2022-02-23 05:15:55",107,156,24.14161,7.0836587,100,12,24,14
1645593415,"2022-02-23 05:16:55",105,152,16.704578,10.858033,99,12,17,22
1645593475,"2022-02-23 05:17:55",105,156,23.990948,6.186139,99,12,24,12
1645593535,"2022-02-23 05:18:55",105,153,15.470134,5.2073727,99,12,15,10
1645593595,"2022-02-23 05:19:55",105,153,17.693863,5.015783,99,12,18,10
1645593655,"2022-02-23 05:20:55",105,152,8.985635,8.033042,99,12,9,16
1645593715,"2022-02-23 05:21:55",103,153,27.642326,7.7204714,97,12,28,15
1645593775,"2022-02-23 05:22:55",100,152,18.121597,8.341994,95,12,18,17
1645593835,"2022-02-23 05:23:55",105,153,16.746473,6.249744,99,12,17,12
1645593895,"2022-02-23 05:24:55",109,153,8.978432,1.2152437,101,12,9,2
1645593955,"2022-02-23 05:25:55",103,154,8.167171,2.179821,97,12,8,4
1645594015,"2022-02-23 05:26:55",105,152,18.977367,8.606509,99,12,19,17
1645594075,"2022-02-23 05:27:55",105,151,29.962578,9.258701,99,12,30,19
1645594135,"2022-02-23 05:28:55",105,154,25.758104,5.1450877,99,12,26,10
1645594195,"2022-02-23 05:29:55",107,156,16.497091,3.0585892,100,12,16,6
1645594255,"2022-02-23 05:30:55",105,153,20.092632,7.2378545,99,12,20,14
1645594315,"2022-02-23 05:31:55",105,154,16.846807,3.434815,99,12,17,7
1645594375,"2022-02-23 05:32:55",105,153,25.01099,5.422356,99,12,25,11
1645594435,"2022-02-23 05:33:55",105,156,13.023951,3.6050973,99,12,13,7
1645594495,"2022-02-23 05:34:55",103,151,21.718483,8.776926,97,12,22,18
1645594555,"2022-02-23 05:35:55",105,151,21.035423,4.2274475,99,12,21,8
1645594615,"2022-02-23 05:36:55",103,156,31.259554,6.4053173,97,12,31,13
1645594675,"2022-02-23 05:37:55",103,153,18.71854,2.9271424,97,12,19,6
1645594735,"2022-02-23 05:38:55",109,154,10.698784,4.3441095,101,12,11,9
1645594795,"2022-02-23 05:39:55",115,152,11.505999,6.9311504,104,12,12,14
1645594855,"2022-02-23 05:40:55",115,151,22.932142,4.685761,104,12,23,9
1645594915,"2022-02-23 05:41:55",122,152,25.376556,6.678945,107,12,25,13
1645594975,"2022-02-23 05:42:55",122,152,18.498251,6.5391507,107,12,18,13
1645595035,"2022-02-23 05:43:55",122,153,15.339237,3.7098644,107,12,15,7
1645595095,"2022-02-23 05:44:55",124,150,16.030062,6.8873014,108,12,16,14
1645595155,"2022-02-23 05:45:55",122,152,15.624228,7.8363795,107,12,16,16
1645595215,"2022-02-23 05:46:55",122,152,26.745665,5.235448,107,12,27,10
1645595275,"2022-02-23 05:47:55",124,153,14.666362,7.5645323,108,12,15,15
1645595335,"2022-02-23 05:48:55",126,150,19.832113,5.402271,109,12,20,11
1645595395,"2022-02-23 05:49:55",126,150,14.235807,2.1133308,109,12,14,4
1645595455,"2022-02-23 05:50:55",126,151,15.549909,5.894621,109,12,16,12
1645595515,"2022-02-23 05:51:55",122,152,19.620266,3.0262415,107,12,20,6
1645595575,"2022-02-23 05:52:55",124,154,14.17951,3.179335,108,12,14,6
1645595635,"2022-02-23 05:53:55",124,152,17.172546,5.606674,108,12,17,11
1645595695,"2022-02-23 05:54:55",126,151,29.167732,6.4548464,109,12,29,13
1645595755,"2022-02-23 05:55:55",124,152,23.133991,4.69278,108,12,23,9
1645595815,"2022-02-23 05:56:55",117,157,20.877556,11.026911,105,13,21,22
1645595875,"2022-02-23 05:57:55",120,147,19.525589,3.6945965,106,12,20,7
1645595935,"2022-02-23 05:58:55",118,147,25.567848,5.2143106,105,12,26,10
1645595995,"2022-02-23 05:59:55",118,0,,,105,0,0,0
1645596055,"2022-02-23 06:00:55",122,145,18.308773,3.228714,107,12,18,6
1645596115,"2022-02-23 06:01:55",122,145,10.91605,3.445024,107,12,11,7
1645596175,"2022-02-23 06:02:55",120,148,15.196438,4.3215437,106,12,15,9
1645596235,"2022-02-23 06:03:55",113,150,18.090641,3.4373734,103,12,18,7
1645596295,"2022-02-23 06:04:55",120,152,14.451911,3.3045037,106,12,14,7
1645596355,"2022-02-23 06:05:55",111,149,14.995331,3.474734,102,12,15,7
1645596415,"2022-02-23 06:06:55",111,154,18.464458,3.969098,102,12,18,8
1645596475,"2022-02-23 06:07:55",111,151,21.548634,5.631835,102,12,22,11
1645596535,"2022-02-23 06:08:55",107,155,29.615463,8.778414,100,12,30,18
1645596595,"2022-02-23 06:09:55",105,156,34.197735,6.8397813,99,12,34,14
1645596655,"2022-02-23 06:10:55",105,154,18.405071,4.155672,99,12,18,8
1645596715,"2022-02-23 06:11:55",103,154,5.155672,1,97,12,5,2
1645596775,"2022-02-23 06:12:55",7,157,17.636492,3.7628953,7,13,18,8
1645596835,"2022-02-23 06:13:55",8,148,17.20843,8.944895,7,12,17,18
1645596895,"2022-02-23 06:14:55",6,154,23.27849,3.9896014,5,12,23,8
1645596955,"2022-02-23 06:15:55",6,148,24.786854,10.630159,6,12,25,21
1645597015,"2022-02-23 06:16:55",6,148,18.842493,2.0477467,6,12,19,4
1645597075,"2022-02-23 06:17:55",6,149,6.2719007,1.8270887,5,12,6,4
1645597135,"2022-02-23 06:18:55",6,147,19.363052,9.770353,6,12,19,20
1645597195,"2022-02-23 06:19:55",6,145,16.011375,1.3913714,6,12,16,3
1645597255,"2022-02-23 06:20:55",7,145,34.387436,8.727404,6,12,34,17
1645597315,"2022-02-23 06:21:55",7,144,25.121614,4.0599914,7,12,25,8
1645597375,"2022-02-23 06:22:55",8,133,37.285187,7.4769,8,11,37,15
1645597435,"2022-02-23 06:23:55",9,134,20.372715,1.3387891,8,11,20,3
1645597495,"2022-02-23 06:24:55",10,128,23.713858,4.27047,9,10,24,9
1645597555,"2022-02-23 06:25:55",10,126,40.20445,8.791031,9,10,40,18
1645597615,"2022-02-23 06:26:55",10,97,23.772732,6.248112,10,8,24,12
1645597675,"2022-02-23 06:27:55",12,43,7.248112,6.726395,12,3,7,13
1645597735,"2022-02-23 06:28:55",17,31,7.726395,6.9499736,16,2,8,14
1645597795,"2022-02-23 06:29:55",19,26,7.9499736,8.33713,18,2,8,17
1645597855,"2022-02-23 06:30:55",0,20,9.33713,6.106949,0,2,9,12
1645597915,"2022-02-23 06:31:55",0,18,7.106949,4.4016476,0,1,7,9
1645597975,"2022-02-23 06:32:55",0,14,5.4016476,2.1867182,0,1,5,4
1645598035,"2022-02-23 06:33:55",0,12,5.734927,4.8183703,0,1,6,10
1645598095,"2022-02-23 06:34:55",0,11,5.8183703,1,0,1,6,2
1645598155,"2022-02-23 06:35:55",0,10,2,1,0,1,2,2
1645598215,"2022-02-23 06:36:55",0,9,2,1,0,1,2,2
1645598275,"2022-02-23 06:37:55",0,8,2,1,0,1,2,2
1645598335,"2022-02-23 06:38:55",0,8,2,1,0,1,2,2
1645598395,"2022-02-23 06:39:55",0,7,2,1,0,1,2,2
1645598455,"2022-02-23 06:40:55",0,7,2,1,0,1,2,2
1645598515,"2022-02-23 06:41:55",0,7,2,1,0,1,2,2
1645598575,"2022-02-23 06:42:55",0,7,2,6.3899984,0,1,2,13
1645598635,"2022-02-23 06:43:55",0,8,7.3899984,17.635897,0,1,7,35
1645598695,"2022-02-23 06:44:55",0,9,18.635897,4.514327,0,1,19,9
1645598755,"2022-02-23 06:45:55",0,8,5.514327,8.460725,0,1,6,17
1645598815,"2022-02-23 06:46:55",0,8,9.460725,5.1949115,0,1,9,10
1645598875,"2022-02-23 06:47:55",0,9,6.1949115,4.261632,0,1,6,9
1645598935,"2022-02-23 06:48:55",0,9,5.261632,10.357926,0,1,5,21
1645598995,"2022-02-23 06:49:55",0,10,11.357926,9.79168,0,1,11,20
1645599055,"2022-02-23 06:50:55",0,12,10.79168,8.15213,0,1,11,16
1645599115,"2022-02-23 06:51:55",0,14,9.15213,5.229392,0,1,9,10
1645599175,"2022-02-23 06:52:55",0,15,6.229392,6.5545225,0,1,6,13
1645599235,"2022-02-23 06:53:55",0,14,7.5545225,7.5444264,0,1,8,15
1645599295,"2022-02-23 06:54:55",0,16,8.544426,4.554111,0,1,9,9
1645599355,"2022-02-23 06:55:55",0,19,5.554111,1,0,2,6,2
1645599415,"2022-02-23 06:56:55",0,16,2,1,0,1,2,2
1645599475,"2022-02-23 06:57:55",0,14,2,1.5046558,0,1,2,3
1645599535,"2022-02-23 06:58:55",0,17,2.5046558,1,0,1,3,2
1645599595,"2022-02-23 06:59:55",0,20,2,1,0,2,2,2
1645599655,"2022-02-23 07:00:55",0,22,2,1,0,2,2,2
1645599715,"2022-02-23 07:01:55",0,25,2,1,0,2,2,2
1645599775,"2022-02-23 07:02:55",0,27,2,1,0,2,2,2
1645599835,"2022-02-23 07:03:55",0,29,2,1,0,2,2,2
1645599895,"2022-02-23 07:04:55",0,0,,,0,0,0,0
1645599955,"2022-02-23 07:05:55",0,33,2,1.6504745,0,3,2,3
1645600015,"2022-02-23 07:06:55",0,35,2.6504745,1,0,3,3,2
1645600075,"2022-02-23 07:07:55",0,36,2,2.7790942,0,3,2,6
1645600135,"2022-02-23 07:08:55",0,38,3.7790942,4.399937,0,3,4,9
1645600195,"2022-02-23 07:09:55",9,40,5.399937,1.4293026,8,3,5,3
1645600255,"2022-02-23 07:10:55",9,41,2.4293027,1,9,3,2,2
1645600315,"2022-02-23 07:11:55",13,43,2,1.7642388,12,3,2,4
1645600375,"2022-02-23 07:12:55",12,104,2.7642388,1.6631284,11,8,3,3
1645600435,"2022-02-23 07:13:55",11,73,2.6631284,2.3420677,10,6,3,5
1645600495,"2022-02-23 07:14:55",11,65,3.3420677,4.6455193,10,5,3,9
1645600555,"2022-02-23 07:15:55",13,60,5.6455193,3.18695,12,5,6,6
1645600615,"2022-02-23 07:16:55",14,60,4.1869497,4.5014787,13,5,4,9
1645600675,"2022-02-23 07:17:55",16,53,5.5014787,3.2918608,15,4,6,7
1645600735,"2022-02-23 07:18:55",18,51,4.2918606,2.6269429,17,4,4,5
1645600795,"2022-02-23 07:19:55",19,52,3.6269429,4.8092356,17,4,4,10
1645600855,"2022-02-23 07:20:55",20,52,5.8092356,4.6730914,18,4,6,9
1645600915,"2022-02-23 07:21:55",20,54,5.6730914,4.8014207,19,4,6,10
1645600975,"2022-02-23 07:22:55",21,54,5.8014207,4.899806,20,4,6,10
1645601035,"2022-02-23 07:23:55",21,54,5.899806,3.952111,20,4,6,8
1645601095,"2022-02-23 07:24:55",21,55,4.9521112,8.271135,20,4,5,17
1645601155,"2022-02-23 07:25:55",22,55,9.271135,4.8555984,21,4,9,10
1645601215,"2022-02-23 07:26:55",21,56,5.8555984,4.564725,20,4,6,9
1645601275,"2022-02-23 07:27:55",21,56,5.564725,3.222663,20,4,6,6
1645601335,"2022-02-23 07:28:55",22,56,4.222663,5.056555,21,4,4,10
1645601395,"2022-02-23 07:29:55",22,57,6.056555,6.9450865,21,5,6,14
1645601455,"2022-02-23 07:30:55",3,56,9.235691,4.4159064,3,4,9,9
1645601515,"2022-02-23 07:31:55",3,57,5.4159064,5.273074,3,5,5,11
1645601575,"2022-02-23 07:32:55",3,56,6.273074,6.8069205,3,4,6,14
1645601635,"2022-02-23 07:33:55",3,57,7.8069205,3.8396254,3,5,8,8
1645601695,"2022-02-23 07:34:55",4,58,8.121179,6.0919642,3,5,8,12
1645601755,"2022-02-23 07:35:55",3,58,7.0919642,3.9356003,3,5,7,8
1645601815,"2022-02-23 07:36:55",3,58,4.9356003,5.173211,3,5,5,10
1645601875,"2022-02-23 07:37:55",3,59,6.173211,4.544161,3,5,6,9
1645601935,"2022-02-23 07:38:55",4,58,11.411198,5.1348133,3,5,11,10
1645601995,"2022-02-23 07:39:55",4,58,6.1348133,2.3357284,3,5,6,5
1645602055,"2022-02-23 07:40:55",3,58,3.3357284,1.9890503,3,5,3,4
1645602115,"2022-02-23 07:41:55",4,58,2.9890504,4.179831,3,5,3,8
1645602175,"2022-02-23 07:42:55",3,59,5.179831,5.567267,3,5,5,11
1645602235,"2022-02-23 07:43:55",3,59,6.567267,8.1568775,3,5,7,16
1645602295,"2022-02-23 07:44:55",2,59,9.1568775,4.0466595,2,5,9,8
1645602355,"2022-02-23 07:45:55",20,60,5.0466595,5.3042083,18,5,5,11
1645602415,"2022-02-23 07:46:55",19,60,6.3042083,5.975245,18,5,6,12
1645602475,"2022-02-23 07:47:55",20,59,6.975245,3.9063432,18,5,7,8
1645602535,"2022-02-23 07:48:55",20,59,4.9063435,1.3344806,18,5,5,3
1645602595,"2022-02-23 07:49:55",19,59,2.3344808,5.8609977,18,5,2,12
1645602655,"2022-02-23 07:50:55",20,60,6.8609977,6.636578,18,5,7,13
1645602715,"2022-02-23 07:51:55",20,60,7.636578,3.6597912,19,5,8,7
1645602775,"2022-02-23 07:52:55",20,60,4.659791,5.038558,18,5,5,10
1645602835,"2022-02-23 07:53:55",20,57,7.9826446,1.3726312,18,5,8,3
1645602895,"2022-02-23 07:54:55",19,61,2.372631,3.324078,18,5,2,7
1645602955,"2022-02-23 07:55:55",18,46,20.145308,5.422261,17,4,20,11
1645603015,"2022-02-23 07:56:55",16,39,6.802824,3.244436,15,3,7,6
1645603075,"2022-02-23 07:57:55",16,45,10.894578,1.4848355,15,4,11,3
1645603135,"2022-02-23 07:58:55",17,61,25.309904,4.610356,16,5,25,9
1645603195,"2022-02-23 07:59:55",16,0,,,15,0,0,0
1645603255,"2022-02-23 08:00:55",16,63,9.247765,3.1021626,15,5,9,6
1645603315,"2022-02-23 08:01:55",16,69,13.801788,5.5097785,15,6,14,11
1645603375,"2022-02-23 08:02:55",15,76,6.6216426,6.0829377,14,6,7,12
1645603435,"2022-02-23 08:03:55",16,66,7.0829377,3.990321,15,5,7,8
1645603495,"2022-02-23 08:04:55",14,60,40.48063,7.3201895,13,5,40,15
1645603555,"2022-02-23 08:05:55",0,63,31.550758,6.2602153,0,5,32,13
1645603615,"2022-02-23 08:06:55",0,64,7.2602153,2.8787863,0,5,7,6
1645603675,"2022-02-23 08:07:55",0,41,50.675766,10.302289,0,3,51,21
1645603735,"2022-02-23 08:08:55",0,41,202.54633,33.380905,0,3,177,67
1645603795,"2022-02-23 08:09:55",0,45,34.380905,3.6374147,0,4,34,7
1645603855,"2022-02-23 08:10:55",0,44,20.109371,5.870901,0,4,20,12
1645603915,"2022-02-23 08:11:55",0,60,6.870901,6.0723076,0,5,7,12
1645603975,"2022-02-23 08:12:55",13,67,7.0723076,5.4520655,12,5,7,11
1645604035,"2022-02-23 08:13:55",12,69,13.478145,4.9155846,11,6,13,10
1645604095,"2022-02-23 08:14:55",12,74,5.9155846,3.0770164,11,6,6,6
1645604155,"2022-02-23 08:15:55",12,76,4.0770164,1,11,6,4,2
1645604215,"2022-02-23 08:16:55",12,79,29.470636,5.7932615,11,6,29,12
1645604275,"2022-02-23 08:17:55",12,79,14.456476,2.9006016,11,6,14,6
1645604335,"2022-02-23 08:18:55",12,81,13.379344,1.6353155,11,6,13,3
1645604395,"2022-02-23 08:19:55",11,83,11.360307,1.6364368,11,7,11,3
1645604455,"2022-02-23 08:20:55",11,84,18.002848,5.5121183,10,7,18,11
1645604515,"2022-02-23 08:21:55",12,84,10.629221,1.8249098,11,7,11,4
1645604575,"2022-02-23 08:22:55",0,85,26.668478,7.071754,0,7,27,14
1645604635,"2022-02-23 08:23:55",0,84,20.329664,2.2266316,0,7,20,4
1645604695,"2022-02-23 08:24:55",0,84,10.236425,1.9702564,0,7,10,4
1645604755,"2022-02-23 08:25:55",0,84,27.384691,3.0179276,0,7,27,6
1645604815,"2022-02-23 08:26:55",0,84,11.440794,1.6560227,0,7,11,3
1645604875,"2022-02-23 08:27:55",0,85,15.290147,3.6514428,0,7,15,7
1645604935,"2022-02-23 08:28:55",0,84,22.647444,2.1391687,0,7,23,4
1645604995,"2022-02-23 08:29:55",0,87,29.02924,3.7904525,0,7,29,8
1645605055,"2022-02-23 08:30:55",0,87,30.452793,4.234125,0,7,30,8
1645605115,"2022-02-23 08:31:55",0,91,24.062029,6.0761843,0,7,24,12
1645605175,"2022-02-23 08:32:55",0,90,35.65516,5.119704,0,7,36,10
1645605235,"2022-02-23 08:33:55",0,91,21.401596,3.3095853,0,7,21,7
1645605295,"2022-02-23 08:34:55",9,90,26.34713,4.886373,9,7,26,10
1645605355,"2022-02-23 08:35:55",10,91,34.235962,5.544269,9,7,34,11
1645605415,"2022-02-23 08:36:55",10,90,24.032652,3.878878,9,7,24,8
1645605475,"2022-02-23 08:37:55",10,89,36.605225,4.7159023,9,7,37,9
1645605535,"2022-02-23 08:38:55",10,87,37.58654,7.1233397,10,7,38,14
1645605595,"2022-02-23 08:39:55",10,88,29.772491,2.394964,9,7,30,5
1645605655,"2022-02-23 08:40:55",10,89,16.588295,2.8089561,9,7,17,6
1645605715,"2022-02-23 08:41:55",11,89,29.552368,4.405486,10,7,30,9
1645605775,"2022-02-23 08:42:55",10,87,29.12664,3.0841086,9,7,29,6
1645605835,"2022-02-23 08:43:55",10,71,27.639254,4.5098743,9,6,28,9
1645605895,"2022-02-23 08:44:55",10,49,13.683376,6.330056,9,4,14,13
1645605955,"2022-02-23 08:45:55",0,56,36.51161,7.36835,0,4,37,15
1645606015,"2022-02-23 08:46:55",0,50,23.652725,2.622289,0,4,24,5
1645606075,"2022-02-23 08:47:55",0,50,3.622289,6.8332696,0,4,4,14
1645606135,"2022-02-23 08:48:55",0,41,15.2141,1.0933022,0,3,15,2
1645606195,"2022-02-23 08:49:55",0,50,10.0965805,4.0076485,0,4,10,8
1645606255,"2022-02-23 08:50:55",0,47,66.42075,12.29752,0,4,77,25
1645606315,"2022-02-23 08:51:55",0,69,13.29752,1,0,6,13,2
1645606375,"2022-02-23 08:52:55",0,73,17.955168,2.392337,0,6,18,5
1645606435,"2022-02-23 08:53:55",0,71,22.269999,2.3496332,0,6,22,5
1645606495,"2022-02-23 08:54:55",0,71,22.331367,4.0484405,0,6,22,8
1645606555,"2022-02-23 08:55:55",0,70,20.862425,3.3543696,0,6,21,7
1645606615,"2022-02-23 08:56:55",0,70,25.77581,3.5833797,0,6,26,7
1645606675,"2022-02-23 08:57:55",0,71,50.132545,6.974857,0,6,50,14
1645606735,"2022-02-23 08:58:55",1,70,13.807648,3.2080374,1,6,14,6
1645606795,"2022-02-23 08:59:55",2,71,14.096734,1.8958454,2,6,14,4
1645606855,"2022-02-23 09:00:55",1,71,9.65793,1.0063672,1,6,10,2
1645606915,"2022-02-23 09:01:55",1,70,28.484768,5.1964445,1,6,28,10
1645606975,"2022-02-23 09:02:55",2,70,16.964666,1,2,6,17,2
1645607035,"2022-02-23 09:03:55",2,71,28.810839,6.7243614,2,6,29,13
1645607095,"2022-02-23 09:04:55",2,71,12.737759,1.442103,2,6,13,3
