timestamp,latitude,longitude,PM25 (ug/m3)
1649773869,45.072212,7.684219,3.302714
1649773869,45.072212,7.684219,3.861860
1650792680,45.072273,7.683478,7.528783
1650792680,45.072273,7.683478,1.000000
1650792696,45.072105,7.684248,1.000000
1650793023,45.072369,7.684023,1.000000
1650793023,45.072369,7.684023,1.000000
1650793053,45.072231,7.684202,1.000000
1650793053,45.072231,7.684202,1.000000
1650793615,45.072987,7.684422,1.000000
1650793615,45.072987,7.684422,42.518921
1650793646,45.073612,7.685761,42.518921
1650793646,45.073612,7.685761,7.039576
1650793649,45.074062,7.685544,7.039576
1650793677,45.075596,7.686200,7.039576
1650793709,45.076656,7.687181,7.039576
1650793709,45.076656,7.687181,15.345106
1650793739,45.077705,7.688961,15.345106
1650793772,45.076527,7.689915,15.345106
1650793772,45.076527,7.689915,1.000000
1650793780,45.076420,7.690569,1.000000
1650793804,45.075378,7.691054,1.000000
1650793834,45.074345,7.692579,1.000000
1650793834,45.074345,7.692579,12.117255
1650793867,45.072296,7.684427,12.117255
1650793873,45.073566,7.694498,12.117255
1650793898,45.073193,7.696078,12.117255
1650793898,45.073193,7.696078,6.584322
1650793925,45.073421,7.697783,6.584322
1650793960,45.074707,7.698198,6.584322
1650793960,45.074707,7.698198,10.470383
1650793964,45.074448,7.698554,10.470383
1650793991,45.073944,7.699138,10.470383
1650794001,45.074638,7.701231,10.470383
1650794001,45.074638,7.701231,15.223196
1650794052,45.074951,7.704280,15.223196
1650794114,45.074944,7.706120,15.223196
1650794114,45.074944,7.706120,11.519503
1650794128,45.074924,7.707100,11.519503
1650794128,45.074924,7.707100,4.960741
1650794144,45.074818,7.708271,4.960741
1650794175,45.074429,7.710322,4.960741
1650794207,45.073635,7.712559,6.263840
1650794222,45.073151,7.713540,6.263840
1650794269,45.073502,7.715800,6.263840
1650794269,45.073502,7.715800,11.021663
1650794302,45.075268,7.718078,11.021663
1650794302,45.075268,7.718078,8.676320
1650794332,45.075954,7.719290,8.676320
1650794343,45.076206,7.719912,8.676320
1650794362,45.076477,7.721256,8.676320
1650794362,45.076477,7.721256,9.271492
1650794393,45.076897,7.723417,9.271492
1650794424,45.077309,7.725168,9.271492
1650794424,45.077309,7.725168,8.144756
1650794439,45.076660,7.725798,8.144756
1650794455,45.076180,7.726270,8.144756
1650794486,45.074757,7.726350,8.144756
1650794486,45.074757,7.726350,12.922421
1650794491,45.075443,7.727820,12.922421
1650794516,45.075298,7.729683,12.922421
1650794581,45.074375,7.726500,12.922421
1650794581,45.074375,7.726500,8.633270
1650794587,45.073711,7.728224,8.633270
1650794643,45.072136,7.725085,8.633270
1650794643,45.072136,7.725085,21.956617
1650794645,45.071686,7.725719,21.956617
1650794673,45.071815,7.723833,21.956617
1650794673,45.071815,7.723833,15.919949
1650794679,45.070564,7.724148,15.919949
1650794713,45.069752,7.722207,15.919949
1650794765,45.070686,7.718359,15.919949
1650794765,45.070686,7.718359,18.469692
1650794768,45.070156,7.718375,18.469692
1650794796,45.069042,7.716434,18.469692
1650794796,45.069042,7.716434,22.844383
1650794824,45.068920,7.714804,22.844383
1650794859,45.068447,7.712190,22.844383
1650794859,45.068447,7.712190,13.048340
1650794890,45.069252,7.710236,13.048340
1650794895,45.068024,7.709744,13.048340
1650794949,45.067337,7.706100,1.000000
1650794983,45.067532,7.703146,1.000000
1650794983,45.067532,7.703146,21.065237
1650795005,45.066013,7.702602,21.065237
1650795044,45.065479,7.698377,21.065237
1650795044,45.065479,7.698377,7.691023
1650795047,45.065025,7.699793,7.691023
1650795076,45.064793,7.700523,7.691023
1650795076,45.064793,7.700523,16.165894
1650795081,45.063824,7.699645,16.165894
1650795127,45.062912,7.698555,16.165894
1650795168,45.064365,7.698806,16.165894
1650795168,45.064365,7.698806,13.441651
1650795172,45.062038,7.697342,13.441651
1650795223,45.059711,7.695142,13.441651
1650795223,45.059711,7.695142,11.280006
1650795262,45.058243,7.693972,11.280006
1650795262,45.058243,7.693972,11.288177
1650795294,45.057236,7.693138,11.288177
1650795325,45.057053,7.694342,11.288177
1650795325,45.057053,7.694342,23.074890
1650795357,45.056038,7.696033,23.074890
1650795388,45.055420,7.696001,23.074890
1650795388,45.055420,7.696001,7.810822
1650795413,45.054962,7.695709,7.810822
1650795448,45.055183,7.696668,7.810822
1650795448,45.055183,7.696668,7.657371
1650795482,45.054317,7.698541,7.657371
1650795513,45.053444,7.698988,7.657371
1650795513,45.053444,7.698988,9.285989
1650795543,45.053684,7.701445,9.285989
1650795577,45.054028,7.703029,9.285989
1650795577,45.054028,7.703029,6.868175
1650795608,45.053398,7.704599,6.868175
1650795618,45.053417,7.705113,6.868175
1650795618,45.053417,7.705113,8.371690
1650795639,45.053116,7.705871,8.371690
1650795670,45.053017,7.706295,8.371690
1650795704,45.052162,7.707188,8.371690
1650795704,45.052162,7.707188,12.669868
1650795735,45.050934,7.706363,12.669868
1650795766,45.050182,7.706491,9.138739
1650795799,45.049320,7.706938,9.138739
1650795799,45.049320,7.706938,7.785039
1650795830,45.048611,7.707337,7.785039
1650795853,45.048046,7.707692,7.785039
1650795893,45.047535,7.708340,7.785039
1650795893,45.047535,7.708340,1.000000
1650795908,45.047588,7.708892,1.000000
1650795954,45.048038,7.709865,1.000000
1650795954,45.048038,7.709865,8.764742
1650795986,45.047832,7.710218,8.764742
