timestamp,latitude,longitude,PM25 (ug/m3)
1650795986,45.047832,7.710218,8.490932
1650796028,45.047325,7.710613,8.490932
1650796047,45.047215,7.711262,8.490932
1650796047,45.047215,7.711262,1.000000
1650796079,45.046288,7.711811,1.000000
1650796109,45.045933,7.712054,1.000000
1650796109,45.045933,7.712054,9.613634
1650796134,45.045128,7.712942,9.613634
1650796175,45.044380,7.713608,9.613634
1650796175,45.044380,7.713608,8.964952
1650796204,45.044273,7.714527,8.964952
1650796235,45.044178,7.715822,8.964952
1650796235,45.044178,7.715822,10.067252
1650796264,45.043896,7.716135,10.067252
1650796300,45.043587,7.715765,10.067252
1650796300,45.043587,7.715765,1.000000
1650796329,45.043076,7.715436,1.000000
1650796335,45.043179,7.715871,1.000000
1650796360,45.042873,7.715956,6.288428
1650796388,45.042450,7.715695,6.288428
1650796423,45.041370,7.715114,6.288428
1650796423,45.041370,7.715114,1.000000
1650796425,45.041676,7.715148,1.000000
1650796456,45.041245,7.715059,1.000000
1650796456,45.041245,7.715059,1.000000
1650796487,45.040489,7.714483,1.000000
1650796517,45.040516,7.713842,1.000000
1650796517,45.040516,7.713842,1.000000
1650796549,45.044292,7.716843,1.000000
1650796553,45.040070,7.714201,1.000000
1650796589,45.039909,7.713859,1.000000
1650796589,45.039909,7.713859,14.101475
1650796608,45.039692,7.713413,14.101475
1650796645,45.039852,7.711600,14.101475
1650796645,45.039852,7.711600,18.602600
1650796696,45.040421,7.709922,18.602600
1650796696,45.040421,7.709922,1.000000
1650796740,45.041225,7.709010,1.000000
1650796776,45.041725,7.708605,1.000000
1650796776,45.041725,7.708605,1.000000
1650796800,45.042675,7.708959,1.000000
1650796813,45.041756,7.707500,1.000000
1650796860,45.042675,7.708959,1.000000
1650796860,45.042675,7.708959,1.000000
1650796865,45.041180,7.707294,1.000000
1650796921,45.042675,7.708959,1.000000
1650796921,45.042675,7.708959,1.962014
1650796924,45.040859,7.706951,1.962014
1650796963,45.040924,7.707861,1.962014
1650796963,45.040924,7.707861,1.000000
1650797016,45.039734,7.713394,1.000000
1650797016,45.039734,7.713394,1.000000
1650797021,45.039314,7.709925,1.000000
1650797054,45.038979,7.710228,1.000000
1650797090,45.038780,7.710968,1.000000
1650797090,45.038780,7.710968,1.000000
1650797150,45.038429,7.711381,1.000000
1650797150,45.038429,7.711381,1.000000
1650797210,45.038212,7.711735,1.000000
1650797210,45.038212,7.711735,1.000000
1650797240,45.038113,7.712567,1.000000
1650797240,45.038113,7.712567,1.000000
1650797270,45.037655,7.713680,1.000000
1650797301,45.036999,7.713505,1.000000
1650797301,45.036999,7.713505,1.000000
1650797361,45.036663,7.713167,1.000000
1650797361,45.036663,7.713167,1.000000
1650797420,45.039734,7.713394,1.000000
1650797420,45.039734,7.713394,1.000000
1650797424,45.035637,7.713035,1.000000
1650797464,45.035271,7.713971,1.000000
1650797515,45.034847,7.714353,1.000000
1650797515,45.034847,7.714353,1.000000
1650797553,45.034302,7.714540,1.000000
1650797553,45.034302,7.714540,1.000000
1650797590,45.033306,7.714478,1.000000
1650797635,45.032597,7.712974,1.000000
1650797635,45.032597,7.712974,1.000000
1650797678,45.032276,7.712486,1.000000
1650797678,45.032276,7.712486,1.000000
1650797714,45.031937,7.712430,1.000000
1650797736,45.031372,7.712317,1.000000
1650797736,45.031372,7.712317,1.000000
1650797770,45.032135,7.713650,1.000000
1650797838,45.032391,7.713073,1.000000
1650797838,45.032391,7.713073,1.000000
1650797882,45.032181,7.715261,1.000000
1650797965,45.031200,7.715133,1.000000
1650797965,45.031200,7.715133,1.000000
1650797990,45.030922,7.715114,1.000000
1650798005,45.030491,7.714150,1.000000
1650798059,45.029957,7.712976,1.000000
1650798059,45.029957,7.712976,1.000000
1650798097,45.029381,7.713430,1.000000
1650798097,45.029381,7.713430,1.000000
1650798151,45.029030,7.714361,1.000000
1650798151,45.029030,7.714361,1.000000
1650798186,45.029255,7.715155,1.000000
1650798230,45.029572,7.716281,1.000000
1650798230,45.029572,7.716281,1.000000
1650798343,45.029827,7.716705,1.000000
1650798343,45.029827,7.716705,1.000000
1650798379,45.030739,7.719019,1.000000
1650798379,45.030739,7.719019,1.000000
1650798425,45.030704,7.720296,1.000000
1650798472,45.030525,7.721628,1.000000
1650798472,45.030525,7.721628,1.000000
1650798511,45.030712,7.722436,1.000000
1650798511,45.030712,7.722436,1.000000
1650798547,45.031204,7.721905,1.000000
1650798595,45.031330,7.721399,1.000000
1650798595,45.031330,7.721399,1.000000
1650798852,45.031040,7.721359,1.000000
1650798852,45.031040,7.721359,1.000000
1650798886,45.031357,7.721347,1.000000
1650798886,45.031357,7.721347,1.000000
1650799645,45.031071,7.721389,1.000000
1650799645,45.031071,7.721389,1.000000
1650799678,45.030827,7.722239,1.000000
1650799731,45.030773,7.718579,1.000000
1650799731,45.030773,7.718579,2.198693
1650799765,45.029697,7.716235,2.198693
1650799765,45.029697,7.716235,3.801551
1650799804,45.029457,7.714253,3.801551
1650799983,45.029625,7.715620,1.000000
1650799983,45.029625,7.715620,1.000000
1650800024,45.030643,7.717736,1.000000
1650800024,45.030643,7.717736,1.683219
1650800057,45.030888,7.717295,1.683219
1650800057,45.030888,7.717295,4.958274
1650800093,45.031467,7.717889,4.958274
1650800126,45.033047,7.718733,4.958274
1650800126,45.033047,7.718733,1.000000
1650800163,45.032349,7.716493,1.000000
1650800214,45.031395,7.712845,1.000000
1650800214,45.031395,7.712845,2.029521
1650800248,45.031326,7.711914,2.029521
1650800248,45.031326,7.711914,1.000000
1650800287,45.031841,7.712596,1.000000
1650800331,45.032749,7.713298,1.000000
1650800331,45.032749,7.713298,1.000000
1650800376,45.033920,7.714959,1.000000
1650800376,45.033920,7.714959,1.000000
1650800412,45.034752,7.714171,1.000000
1650800470,45.035316,7.716180,1.000000
1650800470,45.035316,7.716180,3.565861
1650800522,45.035706,7.713186,3.565861
1650800522,45.035706,7.713186,4.040834
1650800556,45.036324,7.712196,4.040834
1650800556,45.036324,7.712196,5.265728
1650800596,45.037540,7.712076,5.265728
1650800596,45.037540,7.712076,9.031898
1650800650,45.040863,7.707323,9.031898
1650800706,45.039757,7.711956,9.031898
1650800706,45.039757,7.711956,1.000000
1650800714,45.039757,7.712808,1.000000
1650800745,45.039734,7.713394,1.000000
1650800745,45.039734,7.713394,4.568287
1650800748,45.042439,7.715442,4.568287
1650800778,45.043331,7.716531,4.568287
1650800778,45.043331,7.716531,1.000000
1650800785,45.043949,7.715625,1.000000
1650800808,45.044868,7.713615,1.000000
1650800839,45.046337,7.711756,1.000000
1650800839,45.046337,7.711756,3.950482
1650800873,45.047817,7.709041,3.950482
1650800906,45.049862,7.706408,3.950482
1650800906,45.049862,7.706408,1.000000
1650800940,45.052902,7.707023,1.000000
1650800973,45.052765,7.707428,1.000000
1650800973,45.052765,7.707428,1.000000
1650801005,45.053604,7.699401,1.000000
1650801013,45.053982,7.699037,1.000000
1650801035,45.054653,7.697944,1.000000
1650801035,45.054653,7.697944,4.431004
1650801067,45.056183,7.696327,4.431004
1650801100,45.057583,7.693602,4.431004
1650801100,45.057583,7.693602,1.000000
1650801134,45.055977,7.691326,1.000000
1650801167,45.059654,7.691385,1.000000
1650801167,45.059654,7.691385,1.000000
1650801202,45.059795,7.695436,1.000000
1650801202,45.059795,7.695436,5.521738
1650801204,45.061207,7.693255,5.521738
1650801244,45.063034,7.695331,5.521738
1650801264,45.062813,7.699129,5.521738
1650801264,45.062813,7.699129,8.720208
1650801294,45.064323,7.695269,8.720208
1650801326,45.064919,7.695612,8.720208
1650801326,45.064919,7.695612,7.628016
1650801335,45.065151,7.694234,7.628016
1650801357,45.065651,7.693181,7.628016
1650801373,45.066002,7.692400,7.628016
1650801387,45.064953,7.694193,7.628016
1650801387,45.064953,7.694193,1.000000
1650801421,45.066849,7.689986,1.000000
1650801454,45.067474,7.688460,1.000000
1650801454,45.067474,7.688460,1.000000
1650801488,45.068081,7.686804,1.000000
1650801520,45.068684,7.685212,1.000000
1650801520,45.068684,7.685212,1.000000
1650801530,45.068817,7.684548,1.000000
1650801551,45.069302,7.683800,1.000000
1650801583,45.070145,7.683353,1.000000
1650801583,45.070145,7.683353,1.000000
1650801617,45.070885,7.683037,1.000000
1650801617,45.070885,7.683037,8.516903
1650801648,45.072140,7.683822,8.516903
1650801710,45.072372,7.684081,8.516903
1650801803,45.072224,7.684203,7.325363
1650801803,45.072224,7.684203,7.325363
